0,1,2,3,4
0.23096571234621574,0.6125376626498895,0.614320170787,0.6758698078499006,0.7130954974461822
0.0,0.42639795839442846,0.5073687850684325,0.7233369800667233,0.4934333547790771
0.5375599362037886,0.5315232020503605,0.07603978786054211,0.5271237577000897,0.032840084102227836
0.0,0.040929843828068455,0.023960960991186497,0.0,0.28468244274096727
0.522479179833117,0.46753400587290883,0.09426076172515074,0.41190270918495026,0.7091724107690426
0.8003434521320636,0.442018142403835,0.0,0.02810556123236874,0.30773819350965037
0.7149427855388958,0.6866006746406181,0.0,0.2761809704765765,0.6154631720612587
0.01863455119304207,0.5180080737496487,0.20101061231075174,0.8298164256156604,0.595696553941452
0.7262662647004279,0.5089180321507594,0.7495686740501595,0.004954594635404394,0.6455194899236116
0.3275204762934044,0.10606595541176245,0.4644242101593769,0.872906194755686,0.0
0.24599137187466502,0.6580375942266706,0.0,0.6460307835430911,0.6865871616801607
0.006156188591985995,0.5078110393149523,0.5257302472684195,0.4530412392589991,0.5743644772328872
0.6022295009286122,0.3516057765141921,0.7740463693707282,0.6119114948830232,0.3924013791890251
0.4968803919832343,0.4527758214411952,0.4507765157038258,0.5913199957050523,0.6599261209511421
0.213740268845272,0.36924573543341854,0.22325139384734324,0.6546310154310747,0.3725484149180886
0.7324206960496663,0.7476268556583693,0.6785150799711964,0.04007117656428248,0.0
0.6490730152134199,0.6818613793778008,0.0,0.6810357196700124,0.2639863930440221
0.022894788913108068,0.6638297159163105,0.6809934653620932,0.46032390499557635,0.4934643655953994
0.5254604202342384,0.6311778978153453,0.3944813639901559,0.722467686839985,0.726481671656097
0.5019562546740269,0.5493543672614699,0.0,0.498176098067911,0.3790466331291194
0.6988456029032213,0.5921536840773451,0.616024213054394,0.7737594211203865,0.46462753545720026
0.46154061015183495,0.550699557726774,0.5564053606278454,0.46950982515763945,0.2506805789169954
0.5159440519546722,0.19335595356417018,0.6235427946973724,0.0,0.5178940251784835
0.43907287078101837,0.005549082637323312,0.6819683333842089,0.5163010445315865,0.5592190543606615
0.6072290364025753,0.7477333268127532,0.45150779659044044,0.5039130999161932,0.40585839549941827
0.575267978712579,0.4186126736424992,0.016553897286044755,0.5942042318814135,0.695084022352015
0.6919039550025612,0.4948385911560458,0.443294123714529,0.45393634055693344,0.31332676792962133
0.35270986221140027,0.775544692458047,0.0,0.6198104963219428,0.6667504966820228
0.7100486047649058,0.05872347579110354,0.5886110947282018,0.3703930715923485,0.44563473138734355
0.47648732908952335,0.5263259312018659,0.8015574954713435,0.7372774539358239,0.5911718368271109
0.6134810709941231,0.44688137162931707,0.18608288904917558,0.1676502055058728,0.45575858973454175
0.016830765849711462,0.39405919689344865,0.526043020051118,0.5823609296451902,0.7143597854141683
0.011298193688102106,0.0,0.2340249143806098,0.6313999785994562,0.5691226415451464
0.5042397902798088,0.727291036788234,0.5653221460439194,0.4593414168316622,0.627725721784678
0.7374081042360778,0.6424324101139272,0.3303015198862183,0.0,0.042273295481672114
0.7844886548328569,0.00228306891707014,0.6116436228713664,0.3097385280167469,0.00514220715764668
